Gene	SRR873426	SRR873427	SRR873428	SRR873429	SRR873430
ENSG00000000003	5094.732824091597	6615.4918856786535	3429.707766367276	2662.9148146804346	1873.327594721731
ENSG00000000005	0	0	99.01254564869605	0	0
ENSG00000000419	3225.2452013760053	5932.372463178857	2579.222561112744	1580.0192156849653	4448.958085249936
ENSG00000000457	331.0848470800196	855.2486610834792	526.0216442547669	528.27297377578	766.6179594828689
ENSG00000000460	723.0393557618452	2068.4963112744313	2452.625903018461	2246.5915349198226	2214.967203659872
ENSG00000000938	0	0	0.908569653625256	149.24620653328117	0
ENSG00000000971	7880.7368107852	29077.651115837445	897.8704781104394	15077.319493185469	11219.356062437018
ENSG00000001036	7989.470842794088	18797.878883067675	13623.39263933639	16965.477046987166	12464.723069942307
ENSG00000001084	2659.4709448459903	2315.5042178708213	2388.124558530652	5330.070918991027	10737.23219483635
ENSG00000001167	3909.5666211884295	3944.314373632414	4395.5955859462665	4088.281011472268	3685.966176749458
ENSG00000001460	491.4955378131175	664.6688192261538	293.514647750075	286.3052880586305	670.4137517437433
ENSG00000001461	1980.3882021873173	2954.9255551418955	717.1472909829039	1269.1939236152607	1306.4988835646834
ENSG00000001497	4013.8777025693457	6937.066062475349	5274.623939814708	2283.332797631688	2429.0975926835144
ENSG00000001561	54.55645003106156	197.15427993452602	797.8234849650577	549.624820368804	2105.125428954371
ENSG00000001617	2.440824855152601	26.65012998306223	47.92195455180057	312.1677228478239	59.82139092148585
ENSG00000001626	4.054199744846724	150.15055785100515	25.022629263397423	15.16330589581773	26.17935712987572
ENSG00000001629	8017.590918405324	1367.210938472661	3925.8783921797003	1298.037944376668	6643.464493064295
ENSG00000001630	7190.694193663143	18560.69725911332	8455.222718823496	22632.646013108344	12303.277478627679
ENSG00000001631	2413.103453746819	965.5268602948588	1554.0438955091406	601.8876462435908	1765.2240830791727
ENSG00000002016	767.9623579331276	605.7617833646	191.32995826967667	479.968432414019	1106.0447424758872
ENSG00000002079	22.81835012697393	46.04220103215645	53.56509271514909	12.193933538944796	316.7815525419244
ENSG00000002330	575.0211640249645	2337.839545437396	1330.2367282145124	1327.9370091654353	693.8117492643689
ENSG00000002549	5640.968406008457	7582.336350221716	4287.572486870813	7114.106623350522	4499.096593401938
ENSG00000002586	6321.588006333091	12258.169206064456	5746.494091356644	7143.39151648412	3082.8924108098945
ENSG00000002587	9.585988013308848	313.976938810125	15.255971045932613	202.23506883224604	79.47200904748618
ENSG00000002726	4.995001772186141	42.1803860960689	50.463512570094444	11.11200932809479	23.082370942741896
ENSG00000002745	4.892327704098844	5.113303609996902	0	0	7.097135397177696
